iter	Logloss
314	0.4230621602
315	0.4229937116
316	0.4229480312
317	0.4228964497
318	0.4228162659
319	0.4227608711
320	0.4227116134
321	0.4226564848
322	0.4226176444
323	0.4225574881
324	0.4225071382
325	0.4224555893
326	0.4224120385
327	0.4223657998
328	0.4223158901
329	0.4222590099
330	0.4222091514
331	0.4221643673
332	0.4221171851
333	0.4220879142
334	0.4220254541
335	0.4219829866
336	0.4219388224
337	0.4218803473
338	0.4218037789
339	0.4217589575
340	0.4217140968
341	0.4216850101
342	0.4216393596
343	0.4216130241
344	0.4215707742
345	0.4215219836
346	0.4214599814
347	0.4214134086
348	0.4213427437
349	0.4213002145
350	0.4212557254
351	0.4211920446
352	0.4211363556
353	0.4210820529
354	0.4210482942
355	0.4209888174
356	0.4209442647
357	0.4208762279
358	0.4208151416
359	0.4207481841
360	0.4207036621
361	0.4206587526
362	0.420596164
363	0.4205456344
364	0.4204829658
365	0.4204288557
366	0.4203654132
367	0.4203451346
368	0.4203070101
369	0.4202680677
370	0.4202156849
371	0.4201775598
372	0.4201457162
373	0.4200891556
374	0.4200375691
375	0.4199985561
376	0.4199431185
377	0.419899066
378	0.4198364514
379	0.419799312
380	0.4197838454
381	0.4197368581
382	0.4196794044
383	0.4196289194
384	0.4195915114
385	0.4195536413
386	0.4194891817
387	0.419438875
388	0.4193941714
389	0.4193489564
390	0.4192862397
391	0.4192600039
392	0.4192122811
393	0.419182325
394	0.419130722
395	0.4190612731
396	0.4190114243
397	0.4189677071
398	0.4189279807
399	0.418898647
400	0.4188502053
401	0.4188074583
402	0.4187785397
403	0.4187424037
404	0.418700395
405	0.4186777883
406	0.4186317153
407	0.4185833204
408	0.4185400731
409	0.4185048982
410	0.4184570492
411	0.4184038561
412	0.4183586022
413	0.4183068203
414	0.4182565078
415	0.4181929775
416	0.4181358776
417	0.4180817171
418	0.4180484145
419	0.4179829371
420	0.4179301567
421	0.4178867086
422	0.4178423941
423	0.4177951869
424	0.4177471141
425	0.4177063263
426	0.4176925284
427	0.4176419566
428	0.4175890873
429	0.4175406382
430	0.4174947167
431	0.4174458964
432	0.4173950172
433	0.4173560529
434	0.4173035373
435	0.4172628015
436	0.4172197191
437	0.4171870897
438	0.41715525
439	0.4170939215
440	0.4170458531
441	0.4169927008
442	0.41694345
443	0.4168907366
444	0.416843546
445	0.4167922188
446	0.4167521032
447	0.4167163636
448	0.4166715316
449	0.4166483053
450	0.416608642
451	0.4165594418
452	0.4165166605
453	0.4164910239
454	0.4164578161
455	0.4164047085
456	0.4163799511
457	0.4163420947
458	0.4163032475
459	0.4162738919
460	0.4162299044
461	0.4161908009
462	0.4161508432
463	0.4161072654
464	0.4160539233
465	0.4160099849
466	0.4159620027
467	0.4159389697
468	0.4159134579
469	0.4158664047
470	0.4158261754
471	0.4157987364
472	0.4157697928
473	0.4157275843
474	0.4156887467
475	0.4156300054
476	0.4155688288
477	0.415531873
478	0.4155033453
479	0.4154617571
480	0.415448126
481	0.4153966694
482	0.4153795362
483	0.4153425516
484	0.4153048355
485	0.4152544709
486	0.4152169037
487	0.4151735287
488	0.4151324772
489	0.4150809328
490	0.4150472339
491	0.4150067368
492	0.4149567149
493	0.4149214928
494	0.4148842339
495	0.4148309601
496	0.4147788093
497	0.414728379
498	0.4147180131
499	0.4146646867
500	0.4146395812
501	0.4145997249
502	0.4145553745
503	0.4145138501
504	0.4144714984
505	0.4144391887
506	0.414416387
507	0.4143554708
508	0.4143049529
509	0.4142583898
510	0.4142247923
511	0.414156862
512	0.4141167201
513	0.4140638214
514	0.414042574
515	0.4139964242
516	0.4139531392
517	0.4139186984
518	0.4138829203
519	0.4138564418
520	0.4138157765
521	0.4137648534
522	0.4137327399
523	0.4136757579
524	0.4136386484
525	0.4136061578
526	0.4135598537
527	0.4135277242
528	0.4134788429
529	0.413423145
530	0.4133836362
531	0.4133526035
532	0.4133052447
533	0.4132586249
534	0.4132292404
535	0.4131716166
536	0.4131398379
537	0.4131190282
538	0.4130781394
539	0.4130260296
540	0.4129898822
541	0.4129415326
542	0.4129063018
543	0.4128710825
544	0.4128324112
545	0.4128071279
546	0.4127836059
547	0.4127421866
548	0.4127042603
549	0.4126823006
550	0.4126438526
551	0.4126044485
552	0.4125407573
553	0.4125122497
554	0.4124708538
555	0.4124458794
556	0.4124139168
557	0.4124033481
558	0.412350145
559	0.412306764
560	0.4122608823
561	0.4122135711
562	0.4121757438
563	0.4121374007
564	0.4120915337
565	0.4120576624
566	0.4120214384
567	0.4119728023
568	0.4119280943
569	0.4118869519
570	0.4118475615
571	0.4118089326
572	0.4117722449
573	0.4117380133
574	0.4116826001
575	0.4116542286
576	0.4116326829
577	0.4115821633
578	0.4115487095
579	0.4114945216
580	0.4114543307
581	0.411434506
582	0.4113955963
583	0.4113641382
584	0.4113308628
585	0.4112914799
586	0.411240463
587	0.4112027198
588	0.4111519818
589	0.4111028535
590	0.4110839686
591	0.4110432649
592	0.4110037675
593	0.4109795961
594	0.4109766056
595	0.4109501658
596	0.4109075588
597	0.4108932141
598	0.4108582912
599	0.4108227636
600	0.4108092541
601	0.4107604266
602	0.4107241748
603	0.4106970559
604	0.4106737128
605	0.4106387798
606	0.4106134697
607	0.4105608432
608	0.4104966805
609	0.4104701474
610	0.4104284336
611	0.410386308
612	0.4103634667
613	0.4103220683
614	0.4102823969
615	0.4102512502
616	0.4102092704
617	0.4101852094
618	0.4101388694
619	0.4100922469
620	0.4100434062
621	0.4100410553
622	0.4099917366
623	0.4099485643
624	0.4099140342
625	0.4098784353
626	0.4098437697
627	0.4098136832
628	0.4097935997
629	0.4097407304
630	0.409693275
631	0.4096435803
632	0.4096059244
633	0.4095576958
634	0.4095174746
635	0.4094952696
636	0.4094688364
637	0.4094043266
638	0.4093626209
639	0.4093314303
640	0.409297975
641	0.4092715769
642	0.4092352296
643	0.4091774755
644	0.4091722622
645	0.4091480777
646	0.4091095834
647	0.4090780441
648	0.409047273
649	0.4090062489
650	0.4089463618
651	0.408907222
652	0.4088837813
653	0.408855762
654	0.4088119211
655	0.408777559
656	0.4087534937
657	0.4087044897
658	0.4086831641
659	0.4086249935
660	0.4085946754
661	0.408570248
662	0.4085401146
663	0.4084839778
664	0.4084452026
665	0.4083999647
666	0.4083716029
667	0.4083415798
668	0.4083009749
669	0.4082714503
670	0.4082401701
671	0.4082017758
672	0.408168801
673	0.4081267554
674	0.4080977281
675	0.408049094
676	0.4079881809
677	0.407962449
678	0.4079518224
679	0.4079247972
680	0.4078898247
681	0.4078605597
682	0.4078190339
683	0.4077746748
684	0.4077399809
685	0.4076894
686	0.4076503121
687	0.4076067627
688	0.4075646353
689	0.4075536601
690	0.4075096748
691	0.4074685967
692	0.4074185371
693	0.4073874161
694	0.4073550782
695	0.4073226702
696	0.4072798926
697	0.4072318806
698	0.4072236918
699	0.407194502
700	0.4071412216
701	0.4071261705
702	0.407094131
703	0.4070490688
704	0.4070217469
705	0.4069943099
706	0.4069727305
707	0.4069490297
708	0.4069224564
709	0.4068750492
710	0.4068723731
711	0.4068247013
712	0.4068213473
713	0.4067875258
714	0.4067549576
715	0.4067315763
716	0.4066965596
717	0.4066825058
718	0.4066508583
719	0.406618419
720	0.4065761644
721	0.4065479264
722	0.4065157799
723	0.406475261
724	0.4064591686
725	0.4064354644
726	0.4064052117
727	0.4063749635
728	0.4063570038
729	0.4063184223
730	0.4062788661
731	0.4062507678
732	0.4062265849
733	0.4061791496
734	0.4061578408
735	0.4061127041
736	0.4060882142
737	0.4060498543
738	0.4059933382
739	0.4059478636
740	0.4058980309
741	0.4058428433
742	0.4058124855
743	0.4057972798
744	0.4057659933
745	0.4057480994
746	0.4057144398
747	0.4056757735
748	0.4056520417
749	0.4056079562
750	0.4055867601
751	0.4055523757
752	0.4055305659
753	0.4054938425
754	0.4054608066
755	0.4054240082
756	0.4053880957
757	0.4053384384
758	0.4052919667
759	0.405266471
760	0.4052256761
761	0.4051926503
762	0.4051529594
763	0.4051275252
764	0.4051088094
765	0.405074947
766	0.4050345627
767	0.4050085971
768	0.4049860954
769	0.4049324787
770	0.4049087544
771	0.4048739414
772	0.4048604292
773	0.4048286857
774	0.4047875771
775	0.404765199
776	0.4047343428
777	0.4047079114
778	0.4046854989
779	0.4046353746
780	0.4046094563
781	0.40459283
782	0.4045490266
783	0.4045221196
784	0.404473715
785	0.4044331759
786	0.4044141924
787	0.4043917056
788	0.4043640106
789	0.4043232378
790	0.4042805657
791	0.4042421319
792	0.4041887093
793	0.404168047
794	0.4041359316
795	0.4041092218
796	0.4040781324
797	0.4040358315
798	0.404012723
799	0.4039681367
800	0.4039406724
801	0.4039183389
802	0.4038763203
803	0.4038279429
804	0.4037975235
805	0.4037917188
806	0.4037474453
807	0.4037034343
808	0.4036753642
809	0.4036328268
810	0.4036078578
811	0.4035667374
812	0.4035261756
813	0.4034853414
814	0.4034784696
815	0.4034527667
816	0.4034225647
817	0.4033842472
818	0.403351356
819	0.4033189819
820	0.4032969966
821	0.4032634417
822	0.4032237908
823	0.4032060345
824	0.4031743473
825	0.4031466789
826	0.4031162545
827	0.4030779048
828	0.4030428623
829	0.4030108494
830	0.4029707871
831	0.4029508049
832	0.4029239853
833	0.4028934789
834	0.4028593804
835	0.4028299481
836	0.4027944738
837	0.402769172
838	0.4027308886
839	0.4027040938
840	0.4026717805
841	0.4026414551
842	0.4025915581
843	0.4025647984
844	0.4025398445
845	0.4024997331
846	0.4024836509
847	0.4024225628
848	0.4023954858
849	0.40235778
850	0.4023318638
851	0.4023080885
852	0.4022682594
853	0.4022398598
854	0.4022068675
855	0.4021845591
856	0.4021429461
857	0.4021197947
858	0.402083515
859	0.4020566753
860	0.4020272975
861	0.4019934207
862	0.4019698563
863	0.4019359899
864	0.4018972661
865	0.4018782698
866	0.4018468911
867	0.4018092228
868	0.4017897608
869	0.4017560216
870	0.401723877
871	0.4016945439
872	0.4016648196
873	0.4016216679
874	0.4015856585
875	0.4015629833
876	0.4015259302
877	0.4015026584
878	0.401484187
879	0.4014370293
880	0.4014144562
881	0.4013698958
882	0.4013292067
883	0.4012807896
884	0.4012450214
885	0.4012231688
886	0.4011984465
887	0.4011701994
888	0.4011484759
889	0.4011272015
890	0.4010886096
891	0.4010745473
892	0.4010622812
893	0.4010158774
894	0.4009998256
895	0.4009606446
896	0.4009422783
897	0.4009026918
898	0.4008631402
899	0.4008304826
900	0.4007983399
901	0.4007612716
902	0.4007279388
903	0.4006923634
904	0.4006421283
905	0.400616527
906	0.4006090509
907	0.4005936698
908	0.4005531885
909	0.4005371573
910	0.4005116947
911	0.400492145
912	0.4004763483
913	0.4004550039
914	0.4004318438
915	0.4003779664
916	0.4003346582
917	0.4002844475
918	0.4002531924
919	0.400223748
920	0.4002006298
921	0.4001630193
922	0.4001314184
923	0.400090874
924	0.4000270168
925	0.4000056153
926	0.3999652539
927	0.3999381859
928	0.3999162599
929	0.3998634953
930	0.3998161756
931	0.3997724357
932	0.3997385073
933	0.3997014643
934	0.3996660828
935	0.3996452709
936	0.3996026541
937	0.3995652487
938	0.3995475427
939	0.3995143391
940	0.3994775939
941	0.3994461105
942	0.3994052186
943	0.3993753904
944	0.3993404854
945	0.3993103295
946	0.3992899019
947	0.3992751083
948	0.3992603443
949	0.3992399699
950	0.3992011017
951	0.3991716002
952	0.399133914
953	0.3991015129
954	0.3990611306
955	0.3990266648
956	0.398980339
957	0.398950357
958	0.3989358273
959	0.3989151957
960	0.3988808955
961	0.3988519338
962	0.3988291252
963	0.3988133054
964	0.3987699609
965	0.3987389474
966	0.3987250976
967	0.3986735302
968	0.3986416502
969	0.3986165119
970	0.398579624
971	0.3985518172
972	0.3985208697
973	0.3984852058
974	0.3984465191
975	0.398409184
976	0.3983832837
977	0.3983642654
978	0.3983478187
979	0.3983192773
980	0.3982889479
981	0.3982566924
982	0.3982306391
983	0.3982076681
984	0.3981845112
985	0.3981489772
986	0.398116624
987	0.3980861272
988	0.3980678036
989	0.3980307064
990	0.3979947464
991	0.3979677345
992	0.3979504086
993	0.3979305929
994	0.3978981176
995	0.3978649351
996	0.3978527966
997	0.3978146663
998	0.3977817615
999	0.3977414255
